CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,WebsiteClickRate,TimeSpentOnSite,SocialMediaEngagement,AdClickHistory,GeneratedReview,Churn,patient_id
CUS-005549,69.0,Non-binary,Miami,Silver,11,370.44,Sports,2024-03-31,0.37,18.5,88,12,Fashion products exceeded my expectations.,0,185
CUS-005550,66.0,Male,New York,Platinum,2,873.55,Toys,2025-01-14,0.64,78.6,30,8,"Loved the home selection, very happy!",0,186
CUS-005551,69.0,Female,New York,Silver,24,667.19,Home,2024-09-17,0.37,81.6,192,7,Very satisfied with my electronics purchase.,0,186
CUS-005552,58.0,Male,New York,Silver,9,937.75,Home,2024-02-15,0.65,112.4,363,11,Fast shipping and excellent beauty options!,0,186
CUS-005553,62.0,Male,Houston,Silver,26,1084.26,Electronics,2025-01-14,0.31,30.6,255,5,"Loved the sports selection, very happy!",0,186
CUS-005554,55.0,Male,San Francisco,Gold,15,52.63,Beauty,2025-03-20,0.28,63.9,135,9,Amazing quality and great customer service in home.,0,186
CUS-005555,58.0,Male,Dallas,Silver,24,2988.0,Grocery,2024-02-06,0.41,38.1,219,10,Very satisfied with my toys purchase.,0,186
CUS-005556,26.0,Female,San Francisco,Silver,36,52.63,Books,2025-04-04,0.01,90.4,45,4,Fashion products exceeded my expectations.,1,186
CUS-005557,44.0,Male,Chicago,Platinum,70,759.28,Sports,2023-09-22,0.11,114.3,161,8,"Loved the toys selection, very happy!",0,186
CUS-005558,44.0,Female,Los Angeles,Platinum,7,52.63,Toys,2025-01-14,0.07,111.9,0,6,Very satisfied with my toys purchase.,0,186
CUS-005559,44.0,Female,Chicago,Silver,8,52.63,Toys,2025-01-01,0.03,90.5,10,6,Sports selection could be better.,0,186
CUS-005560,69.0,Female,San Francisco,Silver,14,724.11,Sports,2024-03-31,0.01,33.5,289,9,Books products exceeded my expectations.,0,186
CUS-005561,18.0,Male,New York,Gold,14,837.88,Grocery,2025-01-14,0.25,8.4,43,6,Fashion products exceeded my expectations.,0,186
CUS-005562,69.0,Female,Chicago,Gold,12,911.64,Home,2024-03-31,0.65,14.3,267,7,Disappointed with the recent home purchase.,0,186
CUS-005563,69.0,Female,Houston,Silver,22,52.63,Toys,2024-07-30,0.01,93.3,77,11,Very satisfied with my beauty purchase.,0,186
CUS-005564,24.0,Male,Houston,Silver,70,973.91,Grocery,2025-03-14,0.13,5.0,0,8,Books products exceeded my expectations.,0,186
CUS-005565,,Non-binary,Boston,Gold,17,52.63,Sports,2025-01-14,0.09,70.9,176,10,Disappointed with the recent home purchase.,0,186
CUS-005566,56.0,Female,Dallas,Platinum,16,3486.35,Grocery,2025-01-14,0.01,39.2,107,5,"Loved the beauty selection, very happy!",0,186
CUS-005567,18.0,Female,Chicago,Gold,28,852.77,Grocery,2025-04-17,0.63,26.3,81,3,"Service needs improvement, especially for toys.",0,186
CUS-005568,69.0,Female,San Francisco,Silver,20,857.15,Grocery,2023-06-29,0.54,53.8,124,3,"Loved the beauty selection, very happy!",0,186
CUS-005569,42.0,Male,Chicago,Gold,35,211.48,Home,2024-01-17,0.01,70.3,217,12,Home products exceeded my expectations.,0,186
CUS-005570,65.0,Non-binary,Boston,Gold,52,310.63,Toys,2025-03-20,0.65,53.2,260,8,Fast shipping and excellent beauty options!,0,186
CUS-005571,41.0,Male,Dallas,Silver,18,1069.36,Sports,2025-03-20,0.63,64.8,142,5,Not satisfied with the toys products.,0,186
CUS-005572,27.0,Female,Chicago,Platinum,70,1177.15,Home,2023-08-31,0.63,5.0,182,7,"Service needs improvement, especially for books.",0,186
CUS-005573,51.0,Female,Dallas,Silver,2,419.63,Grocery,2024-05-23,0.4,93.5,170,7,Toys products exceeded my expectations.,0,186
CUS-005574,61.0,Female,Chicago,Silver,17,148.66,Sports,2025-01-14,0.01,17.8,0,9,Had issues with delivery for beauty.,0,186
CUS-005575,68.0,Female,Chicago,Silver,19,52.63,Grocery,2025-03-24,0.03,124.1,103,8,"Loved the home selection, very happy!",0,186
CUS-005576,58.0,Male,Boston,Gold,16,774.64,Electronics,2024-03-31,0.41,13.2,273,16,Sports products exceeded my expectations.,0,186
CUS-005577,69.0,Female,Houston,Silver,2,942.5,Toys,2025-01-14,0.52,104.2,53,4,Amazing quality and great customer service in fashion.,0,186
CUS-005578,60.0,Non-binary,Boston,Gold,16,1047.58,Toys,2025-05-29,0.3,5.0,0,6,Very satisfied with my home purchase.,0,186
CUS-005579,69.0,Female,Chicago,Silver,22,52.63,Toys,2025-03-20,0.24,67.3,43,10,Sports selection could be better.,0,186
CUS-005580,69.0,Male,Houston,Gold,20,1000.15,Grocery,2024-11-12,0.54,91.5,182,1,Disappointed with the recent electronics purchase.,0,187
CUS-005581,46.0,Male,Boston,Gold,4,1060.3,Sports,2025-05-29,0.65,5.0,0,10,Very satisfied with my electronics purchase.,0,187
CUS-005582,69.0,Female,San Francisco,Silver,13,228.78,Electronics,2023-08-16,0.34,134.8,0,7,Fast shipping and excellent toys options!,0,187
CUS-005583,,Male,Houston,Silver,2,52.63,Sports,2025-03-20,0.36,16.9,19,9,Fast shipping and excellent toys options!,1,187
CUS-005584,38.0,Female,Boston,Gold,2,241.39,Beauty,2025-03-20,0.51,28.8,302,1,Fast shipping and excellent electronics options!,0,187
CUS-005585,69.0,Non-binary,San Francisco,Silver,18,580.74,Fashion,2025-01-11,0.33,104.5,68,7,Very satisfied with my toys purchase.,0,187
CUS-005586,18.0,Female,Boston,Gold,38,440.54,Grocery,2025-01-14,0.09,5.0,47,9,Home products exceeded my expectations.,0,187
CUS-005587,69.0,Female,Dallas,Gold,68,52.63,Grocery,2023-07-11,0.01,86.4,57,11,Had issues with delivery for home.,0,187
CUS-005588,47.0,Male,New York,Silver,4,730.4,Fashion,2023-08-31,0.29,10.1,57,11,Grocery products exceeded my expectations.,0,187
CUS-005589,39.0,Female,Houston,Gold,42,207.36,Beauty,2025-01-11,0.16,27.3,307,5,Sports products exceeded my expectations.,0,187
CUS-005590,57.0,Male,Houston,Silver,36,786.05,Electronics,2024-06-12,0.51,97.4,250,7,Toys products exceeded my expectations.,0,187
CUS-005591,18.0,Male,Houston,Silver,2,488.16,Beauty,2025-03-20,0.41,10.3,369,6,Grocery selection could be better.,0,187
CUS-005592,40.0,Female,Chicago,Silver,12,328.36,Books,2025-01-20,0.1,19.0,219,12,Had issues with delivery for beauty.,0,187
CUS-005593,69.0,Female,Miami,Platinum,2,52.63,Sports,2025-03-20,0.43,38.2,71,10,Not satisfied with the sports products.,1,187
CUS-005594,18.0,Female,Chicago,Gold,16,1000.72,Beauty,2023-08-16,0.12,103.6,121,10,"Service needs improvement, especially for grocery.",0,187
CUS-005595,20.0,Male,Los Angeles,Silver,19,52.63,Electronics,2024-06-12,0.01,34.2,0,2,Amazing quality and great customer service in toys.,0,187
CUS-005596,18.0,Male,New York,Gold,12,1269.17,Sports,2023-08-27,0.01,5.0,32,1,Fast shipping and excellent beauty options!,0,187
CUS-005597,47.0,Female,Houston,Silver,4,684.73,Home,2024-09-17,0.65,142.3,371,6,Fast shipping and excellent home options!,0,187
CUS-005598,69.0,Male,New York,Silver,15,52.63,Grocery,2025-03-25,0.54,130.9,358,7,Very satisfied with my electronics purchase.,0,187
CUS-005599,18.0,Female,Houston,Gold,20,4576.32,Beauty,2025-03-20,0.31,5.0,96,8,Fast shipping and excellent electronics options!,0,187
CUS-005600,46.0,Female,Los Angeles,Silver,28,517.87,Fashion,2023-10-07,0.58,46.1,15,11,Very satisfied with my beauty purchase.,0,187
CUS-005601,27.0,Female,New York,Silver,25,1151.51,Grocery,2025-01-14,0.65,5.0,107,5,Had issues with delivery for fashion.,0,187
CUS-005602,18.0,Male,Los Angeles,Gold,3,345.64,Sports,2023-08-16,0.55,50.5,263,8,Had issues with delivery for electronics.,0,187
CUS-005603,69.0,Male,Dallas,Silver,14,252.33,Books,2025-01-14,0.46,132.0,17,3,Very satisfied with my fashion purchase.,0,187
CUS-005604,69.0,Female,San Francisco,Gold,21,52.63,Home,2025-03-20,0.31,25.8,69,4,Disappointed with the recent home purchase.,0,187
CUS-005605,18.0,Female,Chicago,Platinum,13,52.63,Beauty,2023-06-29,0.29,89.8,371,11,Fast shipping and excellent home options!,0,187
CUS-005606,69.0,Female,San Francisco,Silver,47,52.63,Grocery,2025-01-14,0.01,27.0,0,9,Very satisfied with my toys purchase.,0,187
CUS-005607,69.0,Male,Dallas,Silver,70,404.09,Toys,2024-05-23,0.56,6.8,353,7,"Loved the grocery selection, very happy!",0,187
CUS-005608,23.0,Female,Boston,Gold,70,1179.63,Sports,2025-04-14,0.62,5.0,268,6,Fast shipping and excellent beauty options!,0,187
CUS-005609,43.0,Non-binary,Chicago,Platinum,26,662.4,Toys,2024-06-22,0.09,102.9,344,8,Sports products exceeded my expectations.,0,187
CUS-005610,39.0,Female,Houston,Gold,26,1229.4,Books,2025-03-20,0.65,5.0,371,6,Amazing quality and great customer service in home.,0,188
CUS-005611,69.0,Female,New York,Silver,9,52.63,Fashion,2025-01-14,0.28,18.8,0,6,Had issues with delivery for home.,0,188
CUS-005612,36.0,Male,Houston,Gold,25,52.63,Grocery,2025-03-20,0.24,83.9,26,8,Not satisfied with the toys products.,0,188
CUS-005613,65.0,Male,Dallas,Silver,45,117.38,Sports,2025-05-29,0.34,5.7,228,7,"Loved the fashion selection, very happy!",0,188
CUS-005614,18.0,Male,Boston,Platinum,17,52.63,Toys,2025-03-20,0.65,5.0,246,7,Very satisfied with my toys purchase.,1,188
CUS-005615,69.0,Non-binary,Dallas,Silver,45,52.63,Grocery,2025-01-14,0.34,15.3,113,9,Very satisfied with my beauty purchase.,1,188
CUS-005616,69.0,Female,Los Angeles,Silver,24,2699.48,Toys,2024-01-25,0.18,67.8,27,14,Toys selection could be better.,0,188
CUS-005617,35.0,Male,Chicago,Silver,26,534.51,Grocery,2024-10-30,0.01,87.3,216,9,Very satisfied with my fashion purchase.,0,188
CUS-005618,18.0,Male,San Francisco,Platinum,31,52.63,Beauty,2023-08-16,0.33,22.9,371,17,"Loved the home selection, very happy!",1,188
CUS-005619,50.0,Male,San Francisco,Platinum,41,52.63,Toys,2025-03-20,0.41,55.4,222,6,Fast shipping and excellent fashion options!,0,188
CUS-005620,62.0,Male,San Francisco,Silver,5,414.49,Books,2024-10-30,0.24,98.8,144,8,"Loved the home selection, very happy!",0,188
CUS-005621,18.0,Female,Miami,Silver,12,520.87,Books,2023-08-27,0.65,130.8,353,1,Had issues with delivery for electronics.,0,188
CUS-005622,69.0,Male,New York,Gold,26,4340.45,Grocery,2025-05-31,0.5,26.3,0,7,Grocery products exceeded my expectations.,0,188
CUS-005623,69.0,Male,Los Angeles,Platinum,70,529.79,Electronics,2023-09-03,0.18,16.9,176,9,Toys products exceeded my expectations.,0,188
CUS-005624,18.0,Male,Miami,Silver,23,2036.8,Electronics,2024-03-31,0.01,5.0,0,16,Toys products exceeded my expectations.,0,188
CUS-005625,18.0,Male,New York,Silver,7,296.49,Toys,2024-06-12,0.03,53.3,148,14,"Loved the fashion selection, very happy!",0,188
CUS-005626,27.0,Male,Miami,Silver,3,5312.93,Books,2024-03-31,0.42,5.0,197,8,Grocery products exceeded my expectations.,0,188
CUS-005627,50.0,Female,Chicago,Silver,22,904.02,Books,2025-04-04,0.35,19.6,98,9,Amazing quality and great customer service in books.,0,188
CUS-005628,69.0,Male,New York,Silver,23,52.63,Beauty,2025-03-20,0.18,109.4,6,6,Amazing quality and great customer service in fashion.,0,188
CUS-005629,69.0,Female,Boston,Silver,27,250.06,Grocery,2025-03-20,0.42,43.6,139,7,Books products exceeded my expectations.,0,188
CUS-005630,50.0,,Miami,Silver,33,52.63,Sports,2024-09-08,0.01,53.1,287,12,Amazing quality and great customer service in toys.,1,188
CUS-005631,28.0,Male,Miami,Gold,13,684.98,Fashion,2025-01-14,0.33,5.0,219,8,Amazing quality and great customer service in beauty.,0,188
CUS-005632,38.0,Female,Dallas,Silver,8,52.63,Home,2023-08-16,0.01,140.5,0,7,Grocery products exceeded my expectations.,0,188
CUS-005633,18.0,Female,Chicago,Silver,21,346.23,Sports,2023-08-16,0.01,5.0,0,9,Amazing quality and great customer service in books.,0,188
CUS-005634,22.0,Male,Los Angeles,Silver,5,978.37,Fashion,2024-06-12,0.02,142.3,155,8,"Loved the fashion selection, very happy!",0,188
CUS-005635,18.0,Female,Houston,Silver,8,786.28,Electronics,2025-01-14,0.42,106.0,123,7,Very satisfied with my books purchase.,0,188
CUS-005636,61.0,Male,Houston,Gold,2,243.71,Fashion,2025-01-14,0.34,108.9,2,2,Beauty products exceeded my expectations.,0,188
CUS-005637,43.0,Female,Boston,Silver,30,1042.46,Home,2025-01-14,0.46,23.8,331,12,Fast shipping and excellent fashion options!,0,188
CUS-005638,36.0,Female,Miami,Gold,13,1196.71,Beauty,2024-10-05,0.59,12.5,160,5,Grocery products exceeded my expectations.,0,188
CUS-005639,25.0,Female,Miami,Silver,41,85.87,Electronics,2025-01-14,0.15,63.7,145,3,Fast shipping and excellent electronics options!,0,188
CUS-005640,40.0,Male,Dallas,Gold,70,52.63,Books,2023-06-29,0.08,114.3,294,3,Amazing quality and great customer service in fashion.,0,189
CUS-005641,64.0,Female,Chicago,Silver,22,52.63,Sports,2023-08-16,0.01,104.3,151,9,Grocery products exceeded my expectations.,0,189
CUS-005642,22.0,Male,Houston,Gold,39,987.67,Toys,2025-01-14,0.1,5.0,124,12,Amazing quality and great customer service in books.,0,189
CUS-005643,18.0,Female,Dallas,Silver,29,498.48,Grocery,2024-02-18,0.36,5.0,80,7,Very satisfied with my electronics purchase.,1,189
CUS-005644,18.0,Female,Miami,Gold,2,965.35,Fashion,2025-03-20,0.27,20.1,137,8,Had issues with delivery for electronics.,0,189
CUS-005645,62.0,Male,New York,Silver,22,52.63,Grocery,2025-03-29,0.53,71.9,334,8,Electronics selection could be better.,0,189
CUS-005646,22.0,Female,Chicago,Silver,24,52.63,Grocery,2024-09-15,0.06,25.1,81,8,Fashion products exceeded my expectations.,0,189
CUS-005647,56.0,Male,Chicago,Silver,45,567.94,Grocery,2023-07-18,0.04,30.1,195,6,Fast shipping and excellent beauty options!,0,189
CUS-005648,18.0,Male,New York,Platinum,13,52.63,Grocery,2024-07-25,0.48,22.7,150,7,Very satisfied with my electronics purchase.,0,189
CUS-005649,24.0,Male,Chicago,Gold,62,400.92,Beauty,2025-03-20,0.15,36.0,55,8,Grocery products exceeded my expectations.,1,189
CUS-005650,52.0,Female,San Francisco,Gold,45,206.94,Toys,2024-08-12,0.26,83.2,254,1,"Loved the fashion selection, very happy!",0,189
CUS-005651,55.0,Non-binary,San Francisco,Silver,27,1207.26,Grocery,2025-01-11,0.11,57.1,236,4,Very satisfied with my beauty purchase.,0,189
CUS-005652,48.0,Female,San Francisco,Gold,59,407.49,Sports,2025-03-20,0.19,52.0,161,7,Books selection could be better.,0,189
CUS-005653,69.0,Male,Dallas,Gold,24,52.63,Books,2024-05-23,0.3,25.8,222,6,Books products exceeded my expectations.,0,189
CUS-005654,18.0,Female,Houston,Gold,34,5390.41,Books,2025-01-14,0.41,12.8,344,4,"Service needs improvement, especially for toys.",0,189
CUS-005655,44.0,Female,New York,Gold,23,52.63,Books,2023-08-16,0.23,44.4,38,8,Fast shipping and excellent sports options!,0,189
CUS-005656,18.0,Male,Chicago,Gold,4,264.36,Fashion,2024-08-12,0.24,5.0,371,15,Amazing quality and great customer service in books.,0,189
CUS-005657,30.0,Female,San Francisco,Platinum,13,2396.06,Beauty,2025-03-20,0.53,107.2,0,3,Amazing quality and great customer service in fashion.,0,189
CUS-005658,18.0,Male,Chicago,Platinum,11,522.67,Fashion,2024-03-31,0.01,21.3,0,6,Beauty selection could be better.,0,189
CUS-005659,49.0,Male,Chicago,Silver,4,107.52,Beauty,2025-01-14,0.01,5.0,0,9,"Loved the sports selection, very happy!",0,189
CUS-005660,46.0,Female,Houston,Silver,21,1198.18,Electronics,2025-01-14,0.33,115.3,276,6,Not satisfied with the beauty products.,0,189
CUS-005661,22.0,Non-binary,Chicago,Silver,2,976.93,Books,2024-11-14,0.31,5.0,0,8,"Loved the electronics selection, very happy!",0,189
CUS-005662,69.0,Non-binary,New York,Silver,35,52.63,Grocery,2024-10-05,0.14,34.5,13,3,Fast shipping and excellent beauty options!,0,189
CUS-005663,69.0,Female,Dallas,Silver,25,806.94,Sports,2025-03-20,0.12,5.0,0,6,"Loved the grocery selection, very happy!",0,189
CUS-005664,69.0,Female,San Francisco,Silver,70,52.63,Grocery,2025-03-25,0.2,112.8,245,7,Fast shipping and excellent fashion options!,0,189
CUS-005665,18.0,Female,Houston,Silver,5,570.93,Toys,2025-01-14,0.65,50.5,68,6,"Loved the beauty selection, very happy!",0,189
CUS-005666,69.0,Female,Chicago,Silver,26,52.63,Electronics,2025-01-14,0.01,92.7,0,7,"Loved the books selection, very happy!",0,189
CUS-005667,45.0,Male,Boston,Gold,25,52.63,Sports,2025-01-14,0.08,76.2,143,5,Toys products exceeded my expectations.,1,189
CUS-005668,69.0,Male,Los Angeles,Silver,44,52.63,Sports,2024-10-30,0.21,113.2,152,6,Very satisfied with my toys purchase.,0,189
CUS-005669,62.0,Male,San Francisco,Silver,16,575.94,Grocery,2025-03-25,0.17,87.4,9,8,Fast shipping and excellent grocery options!,0,189
CUS-005670,41.0,Female,Houston,Silver,15,52.63,Beauty,2023-08-16,0.33,30.1,0,6,Not satisfied with the grocery products.,0,190
CUS-005671,69.0,Non-binary,Chicago,Silver,20,783.92,Beauty,2024-01-26,0.44,39.3,83,8,Amazing quality and great customer service in sports.,0,190
CUS-005672,18.0,Male,San Francisco,Platinum,5,52.63,Grocery,2025-03-20,0.16,114.0,37,1,Fashion products exceeded my expectations.,0,190
CUS-005673,45.0,Female,New York,Gold,6,1044.06,Grocery,2025-01-11,0.18,111.3,0,8,Amazing quality and great customer service in grocery.,0,190
CUS-005674,26.0,Female,Chicago,Silver,11,52.63,Grocery,2025-03-20,0.34,142.3,371,6,"Loved the toys selection, very happy!",0,190
CUS-005675,33.0,Male,Chicago,Silver,43,2748.06,Home,2025-03-20,0.36,43.0,356,6,"Service needs improvement, especially for toys.",0,190
CUS-005676,69.0,Male,Miami,Gold,11,52.63,Sports,2025-01-14,0.01,82.8,39,10,"Loved the home selection, very happy!",0,190
CUS-005677,42.0,Male,Boston,Silver,30,1180.32,Books,2024-03-31,0.29,9.2,79,3,Books products exceeded my expectations.,0,190
CUS-005678,34.0,Male,Dallas,Silver,19,203.56,Grocery,2024-06-12,0.56,5.0,111,9,Very satisfied with my electronics purchase.,0,190
CUS-005679,69.0,Male,Miami,Gold,70,616.71,Grocery,2025-03-20,0.56,54.0,246,4,Amazing quality and great customer service in beauty.,0,190
CUS-005680,69.0,Male,Houston,Platinum,25,52.63,Grocery,2023-09-03,0.25,133.5,353,10,Amazing quality and great customer service in sports.,0,190
CUS-005681,41.0,Male,New York,Silver,21,52.63,Books,2024-05-08,0.25,127.6,294,10,Fast shipping and excellent sports options!,0,190
CUS-005682,69.0,Male,Houston,Gold,48,52.63,Toys,2025-03-20,0.07,140.2,278,12,"Loved the grocery selection, very happy!",0,190
CUS-005683,47.0,Female,Chicago,Gold,12,52.63,Home,2024-02-03,0.12,111.9,11,7,"Service needs improvement, especially for toys.",0,190
CUS-005684,69.0,Male,Miami,Silver,27,686.0,Toys,2025-01-01,0.3,12.0,371,1,Fast shipping and excellent beauty options!,0,190
CUS-005685,18.0,Male,San Francisco,Platinum,46,345.69,Books,2024-12-31,0.08,114.4,262,7,Disappointed with the recent electronics purchase.,0,190
CUS-005686,18.0,Male,Chicago,Silver,21,52.63,Fashion,2025-01-14,0.51,46.4,226,4,Amazing quality and great customer service in grocery.,1,190
CUS-005687,19.0,Male,Dallas,Gold,21,960.94,Toys,2025-03-20,0.65,48.4,371,7,Fast shipping and excellent grocery options!,0,190
CUS-005688,69.0,Male,New York,Platinum,25,445.07,Toys,2025-01-01,0.45,108.6,350,7,Fast shipping and excellent beauty options!,0,190
CUS-005689,33.0,Male,New York,Silver,44,1897.94,Fashion,2024-01-26,0.01,8.1,11,8,Disappointed with the recent books purchase.,0,190
CUS-005690,43.0,Female,San Francisco,Silver,9,52.63,Home,2025-01-14,0.01,142.3,158,8,Disappointed with the recent sports purchase.,0,190
CUS-005691,48.0,Male,Miami,Silver,2,2362.99,Toys,2025-01-14,0.37,15.9,0,7,Disappointed with the recent toys purchase.,0,190
CUS-005692,19.0,Female,Boston,Silver,39,967.94,Grocery,2025-05-31,0.24,13.9,0,1,Fashion selection could be better.,0,190
CUS-005693,48.0,Female,San Francisco,Silver,4,52.63,Beauty,2025-03-23,0.36,116.1,136,9,Very satisfied with my sports purchase.,0,190
CUS-005694,46.0,Male,Boston,Gold,47,250.81,Beauty,2025-03-20,0.28,84.2,227,1,Very satisfied with my grocery purchase.,0,190
CUS-005695,53.0,Male,Dallas,Gold,3,52.63,Toys,2024-06-10,0.52,94.1,0,7,Fast shipping and excellent beauty options!,0,190
CUS-005696,47.0,Female,New York,Silver,24,902.27,Books,2024-10-30,0.36,88.1,179,6,Beauty selection could be better.,0,190
CUS-005697,38.0,Female,Chicago,Silver,2,350.77,Fashion,2024-03-23,0.16,5.0,0,6,"Loved the sports selection, very happy!",0,190
CUS-005698,18.0,Male,Chicago,Silver,70,1111.63,Beauty,2023-08-28,0.05,14.4,163,8,Amazing quality and great customer service in toys.,0,190
CUS-005699,64.0,Male,Boston,Silver,70,1198.43,Books,2025-01-14,0.28,5.0,366,8,Amazing quality and great customer service in sports.,0,190
CUS-005700,45.0,Male,Boston,Platinum,12,52.63,Fashion,2023-06-29,0.53,117.4,35,7,Very satisfied with my beauty purchase.,0,191
CUS-005701,45.0,Male,Dallas,Gold,62,52.63,Sports,2024-10-09,0.01,119.8,167,9,"Loved the fashion selection, very happy!",1,191
CUS-005702,25.0,Male,San Francisco,Silver,10,353.5,Books,2024-06-12,0.01,79.3,3,8,Amazing quality and great customer service in home.,1,191
CUS-005703,69.0,Female,Miami,Silver,27,2506.99,Sports,2024-10-30,0.14,5.0,112,8,Books products exceeded my expectations.,1,191
CUS-005704,40.0,Female,San Francisco,Gold,26,1164.9,Sports,2025-06-21,0.58,92.2,243,5,"Loved the books selection, very happy!",0,191
CUS-005705,18.0,Female,Houston,Silver,6,52.63,Grocery,2025-01-14,0.07,59.7,230,6,"Loved the grocery selection, very happy!",0,191
CUS-005706,60.0,Male,Houston,Silver,18,579.01,Beauty,2024-02-06,0.18,110.6,118,1,Amazing quality and great customer service in electronics.,0,191
CUS-005707,33.0,Male,New York,Platinum,18,247.32,Grocery,2025-03-20,0.24,113.3,371,8,Very satisfied with my electronics purchase.,0,191
CUS-005708,48.0,Female,Chicago,Gold,7,1165.47,Books,2025-01-14,0.65,5.0,245,6,Fast shipping and excellent grocery options!,0,191
CUS-005709,18.0,Female,Los Angeles,Gold,26,3541.78,Grocery,2025-02-24,0.13,17.5,121,12,Not satisfied with the beauty products.,0,191
CUS-005710,25.0,Male,Houston,Gold,27,1212.0,Grocery,2024-10-05,0.42,16.2,351,7,Sports products exceeded my expectations.,0,191
CUS-005711,69.0,Male,Boston,Gold,27,764.55,Electronics,2025-01-14,0.02,106.9,0,3,Very satisfied with my sports purchase.,0,191
CUS-005712,41.0,Female,Houston,Silver,28,4261.92,Sports,2025-01-14,0.11,45.5,10,3,Home products exceeded my expectations.,0,191
CUS-005713,18.0,Female,Houston,Platinum,4,646.91,Home,2025-03-20,0.28,11.8,29,8,Fast shipping and excellent beauty options!,0,191
CUS-005714,60.0,Male,San Francisco,Platinum,11,164.31,Fashion,2023-08-16,0.19,24.5,8,10,Very satisfied with my sports purchase.,0,191
CUS-005715,34.0,Female,Houston,Silver,49,52.63,Books,2023-08-16,0.01,22.9,0,7,Grocery products exceeded my expectations.,0,191
CUS-005716,47.0,Non-binary,Houston,Silver,20,52.63,Grocery,2025-03-20,0.51,85.5,252,6,"Loved the home selection, very happy!",0,191
CUS-005717,67.0,Female,Dallas,Silver,14,285.75,Books,2024-05-23,0.16,70.1,119,15,Grocery products exceeded my expectations.,0,191
CUS-005718,18.0,Male,Boston,Silver,70,1126.01,Grocery,2024-06-12,0.38,16.1,192,7,Sports selection could be better.,0,191
CUS-005719,61.0,Female,Houston,Silver,21,926.56,Books,2025-03-20,0.65,129.6,112,6,Not satisfied with the electronics products.,1,191
CUS-005720,69.0,Female,Houston,Gold,8,52.63,Electronics,2023-09-03,0.24,88.4,352,7,Very satisfied with my sports purchase.,0,191
CUS-005721,69.0,Female,New York,Gold,27,5321.27,Sports,2025-01-20,0.37,5.6,101,8,Beauty selection could be better.,0,191
CUS-005722,54.0,Male,New York,Platinum,4,570.16,Sports,2025-01-14,0.65,62.7,201,7,Amazing quality and great customer service in fashion.,0,191
CUS-005723,42.0,Male,Houston,Silver,26,1226.58,Grocery,2024-10-05,0.2,31.5,317,4,Toys products exceeded my expectations.,0,191
CUS-005724,66.0,Female,Chicago,Silver,70,52.63,Toys,2025-01-14,0.34,75.5,27,3,Beauty selection could be better.,0,191
CUS-005725,18.0,Male,Chicago,Silver,22,1149.46,Grocery,2025-01-11,0.13,11.1,26,4,"Loved the beauty selection, very happy!",0,191
CUS-005726,18.0,Female,Boston,Silver,4,52.63,Beauty,2025-01-14,0.01,58.3,8,8,Fast shipping and excellent toys options!,0,191
CUS-005727,36.0,Male,Houston,Silver,46,1207.15,Beauty,2025-01-11,0.01,5.0,371,12,"Loved the electronics selection, very happy!",0,191
CUS-005728,56.0,Male,Miami,Silver,70,2109.45,Sports,2025-03-20,0.03,20.9,16,8,Very satisfied with my grocery purchase.,0,191
CUS-005729,69.0,Male,Houston,Gold,12,696.17,Grocery,2024-05-23,0.43,103.5,148,1,Disappointed with the recent toys purchase.,0,191
CUS-005730,34.0,Male,Chicago,Silver,26,596.42,Grocery,2023-08-16,0.01,85.2,97,12,Fast shipping and excellent home options!,0,192
CUS-005731,23.0,Female,San Francisco,Silver,4,803.74,Grocery,2025-01-14,0.26,5.0,41,10,Fast shipping and excellent books options!,0,192
CUS-005732,38.0,Male,New York,Silver,2,1163.67,Sports,2025-01-14,0.42,62.1,264,7,Not satisfied with the sports products.,0,192
CUS-005733,69.0,Male,Houston,Platinum,35,256.99,Books,2025-03-25,0.01,74.3,84,12,Electronics selection could be better.,0,192
CUS-005734,40.0,Male,Houston,Platinum,70,256.99,Home,2024-12-31,0.4,52.3,338,9,Sports selection could be better.,0,192
CUS-005735,18.0,,New York,Silver,40,3623.5,Sports,2024-07-25,0.45,72.8,69,7,Amazing quality and great customer service in toys.,0,192
CUS-005736,33.0,Male,San Francisco,Silver,13,1074.51,Grocery,2025-01-14,0.65,102.1,342,7,Very satisfied with my electronics purchase.,0,192
CUS-005737,46.0,Male,Boston,Silver,24,621.76,Beauty,2024-10-30,0.44,56.8,14,4,"Service needs improvement, especially for toys.",1,192
CUS-005738,18.0,Male,Miami,Gold,26,428.22,Home,2023-08-27,0.01,27.7,0,6,Amazing quality and great customer service in fashion.,0,192
CUS-005739,32.0,Female,San Francisco,Silver,6,581.41,Electronics,2025-01-14,0.01,34.4,0,12,Had issues with delivery for electronics.,0,192
CUS-005740,69.0,Male,Houston,Silver,27,993.29,Home,2023-09-06,0.43,13.3,142,1,Amazing quality and great customer service in sports.,0,192
CUS-005741,38.0,Male,Miami,Silver,27,1240.78,Beauty,2024-12-23,0.65,8.4,295,7,Amazing quality and great customer service in electronics.,0,192
CUS-005742,69.0,Male,Chicago,Gold,5,52.63,Grocery,2024-02-06,0.06,42.2,0,1,Disappointed with the recent home purchase.,0,192
